x,y
3.18065042141825,-11.9756006425047
4.50911518139765,-3.25636997972689
2.54162130062468,-21.8903655697205
-1.6571360072121,-251.980641682934
-0.983169512823224,-218.305912428573
-1.86842486960813,-259.882720349646
3.05862112273462,-13.4388852309536
2.23596520535648,-28.9371619879841
1.38105539907701,-60.2500632173771
2.15780406398699,-31.0363196009144
3.3864098105114,-9.84915892057844
-0.490567247848958,-186.087290202554
1.08057326730341,-76.0129326729924
1.67944989493117,-47.163520226126
0.0450685643590987,-146.598573037321
4.89683560864069,-2.26529905892356
-0.142069947905838,-160.625786829028
4.03539005061612,-5.19515132343572
2.2938124446664,-27.4778011802071
2.51476104161702,-22.4536645642963
-1.58046771073714,-248.793814622461
1.95105214882642,-37.2897368973319
3.72750368458219,-7.0139815731287
1.01900925068185,-79.570134136815
-1.20749695645645,-230.944654510873
2.45294685172848,-23.7284420507897
4.82160835340619,-2.37571928491065
2.15148391388357,-31.2550037224705
4.40536893322133,-3.61936801642631
2.12347752857022,-32.0302085680036
-1.39566342695616,-240.456275853097
1.75941798230633,-44.0702183544407
1.96181528735906,-36.9585786021328
0.859032162697986,-89.2523950075395
-0.50599726405926,-187.1418432467
4.15600523096509,-4.65554019501275
1.15124098607339,-72.12223985586
1.51087476778775,-54.2145196198521
1.56628068676218,-51.840685130923
0.327688465360552,-125.609002991965
-0.454579297453165,-183.486766048218
0.57505181315355,-108.03181094577
1.51152106095105,-54.2315053709767
4.53963344823569,-3.15339575833183
0.00315843033604324,-149.743831701648
0.413846461102366,-119.397234398144
-0.479713540524244,-185.356758338078
-0.0135426635388285,-151.035970074566
3.77764980588108,-6.71724160608354
2.90531915519387,-15.5706370737264
2.91840356518514,-15.3894456097974
4.68966209958307,-2.73899065552082
0.378943362506106,-121.872862459439
0.77627898636274,-94.5068125602402
0.0304824400227517,-147.738720969745
2.52366410871036,-22.2760605292859
0.756267841905355,-95.8411889746212
2.425244940212,-24.3634555720653
-1.70982589898631,-254.018475426147
3.81760491873138,-6.45671654961765
-1.51606432255358,-245.994425370648
0.806465333327651,-92.612561375398
-1.48038259637542,-244.387615771844
0.629187387879938,-104.332913416281
-0.608145378064364,-194.232229082574
-0.630735480692238,-195.78898934411
0.501619335729629,-113.154803578399
2.6013122969307,-20.7591464903673
2.83666061796248,-16.6202585876445
1.77172898338176,-43.5967577508432
3.42219763272442,-9.49520746653794
3.67578758089803,-7.41987647129985
2.70551603240892,-18.76768425413
4.07160974107683,-5.01851764600494
3.6519978500437,-7.54258064414186
0.923205342842266,-85.2966965126596
1.34907704498619,-61.8208257434808
