x,y
4.48424987564795,-264.05052895222
0.879384794039652,-58.567273524331
2.35756987053901,-200.355134402905
1.89884775597602,-268.42323152707
0.934402807382867,-37.5477880408626
4.33810146059841,-259.025625111823
4.83291946980171,-167.689638408476
-1.37156306649558,-232.771027880433
4.78580722212791,-181.879729972015
-0.538444843376055,-356.16185547972
0.836035087238997,-74.8749332100689
-0.297097639646381,-241.30597146159
0.113875740673393,-98.9772168017364
-0.614006596850231,-373.163674321182
-0.837347463238984,-352.384773795699
-0.517401363002136,-349.268682197986
-1.95756361517124,-311.239166461529
-0.530273708049208,-353.604257828092
1.37372027873062,-14.7187758441366
4.80766026233323,-175.098554152258
2.64530715113506,-205.971160335045
-0.828605824382976,-354.882896071454
4.10802868125029,-183.920148330082
1.41825351445004,-34.1986697336659
4.35296267969534,-261.390405568182
-0.0634815457742661,-139.187947488957
4.71438681590371,-205.655147023639
1.21062394580804,21.7656096615091
0.384645824320614,-118.142456376869
2.33863874222152,-204.226457757519
2.06720807193778,-268.705550322368
1.2693542316556,15.4571562085252
2.07445509592071,-267.63679918434
4.41522885789163,-266.744072038382
2.6620351516176,-210.205156287338
4.15404374105856,-202.692204434673
-0.86858175159432,-342.613407757101
4.5579061168246,-252.076961052949
-0.15109396353364,-167.440246087661
1.1561304165516,20.5673646355275
-1.42131069977768,-240.995389135954
0.33662040787749,-110.757739997468
3.96991609106772,-130.707761364315
-0.0284052989445627,-134.204035704495
1.11379014514387,15.2939085114851
-0.113771261880174,-153.25391349475
3.28201044676825,-284.386805241778
4.27546984213404,-244.961153505462
1.27950982423499,13.5978939246843
4.82470990344882,-170.039134103841
3.47496329457499,-195.489875505185
4.44728179718368,-266.594570620839
2.17566912248731,-245.88809438888
-1.82152966270223,-326.906610221039
3.49336377321742,-186.451926406599
4.41569075547159,-266.739944555649
3.30331305135041,-276.253815570377
-1.34333312767558,-229.748314425961
0.0982599353883415,-101.329923235045
1.1489235854242,19.9600810499352
2.41156604560092,-191.668842997631
1.33642177167349,-1.21382518931179
-0.72329830029048,-375.443526829938
1.74050927697681,-215.783431685777
3.06760172336362,-320.138172677878
-1.66689149173908,-305.720944181154
-0.597978921141475,-370.604823591812
4.40989669482224,-266.570843856195
2.82507375814021,-263.051336401104
3.30375125957653,-276.111917663414
1.15077818883583,20.0968509896463
-0.96513770474121,-307.472133488191
4.29771768697537,-250.690781235861
1.90252135298215,-269.045820097648
-1.65452886139974,-302.666775221009
1.72191570932046,-206.645994241225
0.801635953364894,-87.104019136179
2.60236166929826,-196.843026410553
4.84086292656139,-165.477747512137
-0.77840047236532,-367.088061959816
3.94535343535244,-123.094702176218
3.72056393604726,-105.574842210084
4.55821112846024,-252.012062400444
2.6887776972726,-217.594842990893
1.71478946111165,-202.996317405358
1.24237747187726,19.3732504317611
2.57797845941968,-192.881848378018
0.145424148067832,-96.0316269507565
1.17294172174297,21.6412947503054
4.69488262198865,-212.2244313703
1.56839608820155,-118.25222237385
4.4804545820225,-264.426273721651
2.67421876965091,-213.474193460824
4.15637092874385,-203.676947918358
-1.49207843537442,-257.60118817395
-0.509208016563207,-346.408768751618
3.12707951222546,-319.51651697496
-0.694482666440308,-377.404895859351
-0.598639791365713,-370.681995704191
-0.623995306203142,-374.460507464982
4.64468200295232,-228.576958938777
2.27274016547017,-220.052110604114
0.839535909239203,-73.5782349893571
3.03556342306547,-317.544103447442
4.91844129026867,-147.968700705155
1.4080793664325,-29.4642212146952
1.0981855513528,12.4913281197997
0.235484895994887,-97.742119168888
-0.224656281759962,-202.034642184174
2.12143731699325,-258.823176314512
3.65270085749216,-121.07938263125
1.03891600389034,-1.90621262427474
3.29473606613465,-279.625818915837
-1.07878576382063,-265.845154154095
4.63868862413801,-230.438003779772
4.85455254209228,-161.836027646097
0.508118965895846,-132.132227654556
-1.88474717340432,-323.959037669421
4.94141997979023,-144.406677757255
1.73359383549541,-212.409351465494
-0.546974524855614,-358.632788964276
4.94812975823879,-143.558371561428
4.78405429469422,-182.443186456754
2.57573637901805,-192.549547351563
0.650100259808823,-125.858761987175
-0.726365132024512,-375.160414291131
-0.0477047832682729,-136.317974997374
0.723778459476307,-110.678000799471
3.16333345486782,-315.456783507635
0.472527546109632,-129.426465574581
0.560442988760769,-133.212017434977
2.70763159519993,-223.263712612655
-0.472351259319112,-331.852669463124
4.26963412505575,-243.370621104133
0.465465289307758,-128.778909227577
3.12048704945482,-319.912130869784
-1.40014908881858,-237.127352045983
-1.50008529843763,-259.732891199456
-1.33072489080951,-228.759329205359
4.59278767416254,-243.634058309845
0.198692167643458,-95.4980399042404
-0.393564714118838,-294.261530907654
1.45450863381848,-52.4048944471997
3.27025162847713,-288.58386477523
1.21493890252896,21.5879833498644
4.32883528550155,-257.342686913662
-0.403313506627455,-299.266010038421
1.53469242714345,-97.9220043854127
3.76757211843506,-100.454815464919
3.55526318447664,-157.476754113961
1.39639861951582,-24.1946624144638
1.23884909134358,19.74058905803
2.79854924906977,-253.743384198527
2.19656524970196,-240.383495214546
2.23952275631018,-228.886315557125
2.17212399234995,-246.812499136339
2.35734364250675,-200.390811733809
0.60880738706328,-130.743996717041
0.0179257558193058,-125.32356047226
-0.460702549666166,-326.82723822226
4.61188947013579,-238.36733898864
2.39522775821388,-193.866407809129
0.726015181047842,-110.096995939082
-1.41852850373834,-240.456889800995
4.37574291974306,-264.225667236229
4.43764757574536,-266.847908370543
-1.27500577038154,-227.830543461464
-0.970819485839456,-305.266543934608
2.25566163100302,-224.529237629073
0.990659518865868,-17.1576277584649
2.11894353618845,-259.349200020134
-1.17688806378283,-239.340082438446
3.20941201387905,-306.553818335051
-0.620431429939345,-374.015765503218
2.27795140608214,-218.74120592968
-0.801905994536355,-361.885919929249
-0.454621516168118,-324.159777364619
3.66602289280854,-117.309939100037
0.315290068741888,-107.472938094896
0.485860215965658,-130.584369727965
0.999502031831071,-14.2133961481384
3.41352192801423,-226.087155581975
3.91160920658149,-114.181592652192
-0.462144588353112,-327.459079500663
-1.86269808933139,-325.855152819177
4.42288210010156,-266.876960373591
0.312738462118432,-107.116825164279
-1.02339545032009,-285.367122402389
-1.36125104594976,-231.527091950077
2.90418223082088,-289.119001179512
0.740435336483642,-106.201987579856
-0.437851601745933,-316.347447332293
-0.962199571309611,-308.571763334416
0.498472602339461,-131.558089708635
-1.3437725729309,-229.784433517278
0.273956569610164,-101.833469918457
-1.58690825849771,-284.345491734809
-0.981478006578982,-301.236854436389
4.71024158154614,-207.02803065871
2.34094299026765,-203.733576961154
4.78527130326256,-182.059578549966
2.08386107813567,-266.143008551589
3.51528847310692,-175.857013497666
4.13430988835171,-194.711772770925
4.75407513952814,-192.268478936911
3.56765299686231,-152.123073294338
-1.60527952108532,-289.541554717478
4.47779220668599,-264.702002309452
-1.88440760970116,-324.009067828551
-0.00257790717296302,-136.565018094361
-0.615328232990578,-373.363485801494
1.27593670040369,14.2902617125934
1.75492039672099,-222.495861053989
-0.619551858166233,-373.888746535033
1.14149427972734,19.16377727928
