x,y,cls
-0.120835004807233,0.185909693092369,1
-0.0981255045917765,0.6999098823963,1
0.590443112591407,0.423870932054819,1
0.141971253528949,0.413652272399703,1
0.114745520391358,0.432479761993543,1
0.0510014154564139,0.692257869198378,1
0.135897737305401,0.447196896093727,1
0.147109374078252,0.555451645600276,1
0.239376218147066,0.800707136158068,1
-0.229674148396762,0.317698623172259,1
-0.182396855081246,0.421242025729543,1
-0.0196337236724901,0.241070038732135,1
-0.212416802451195,0.174518244204028,1
0.34748023293685,0.551986501467428,1
0.0449196419556831,0.253990539579014,1
0.0676058314552996,0.430908580941103,1
-0.0613310879904275,0.262967389290335,1
0.0707572588465887,0.399683308080424,1
0.0398918919347342,0.211258615793552,1
0.263548195682911,0.0398207295048426,1
0.0578224142054699,0.247350104703821,1
-0.233207796701538,0.526005728474279,1
-0.153691591905873,0.62048049412713,1
-0.162301033090293,0.556944238248095,1
0.0181483861499691,0.525464042062957,1
-0.272690093324585,0.483147363896085,1
0.087618652880242,0.741992997993679,1
-0.0620138670170964,0.45377674125064,1
-0.135170627427719,0.564464232766236,1
0.00119793562239416,0.283674816442787,1
-0.18755408818814,0.490934468870856,1
0.0168590673181124,0.770851777775528,1
0.122492442917013,0.204838516910162,1
0.00886374462871801,0.724942218115984,1
0.0865388705736517,0.325494135281677,1
0.106623479394779,0.548381187725787,1
0.0147563897153864,0.656061031446128,1
0.172509528002328,0.436653889899362,1
-0.062804640751902,0.733794431989143,1
0.150728953441926,0.954152747634101,1
0.298883511597043,0.505564395556627,1
0.175747472725677,0.672139205699137,1
0.089090127772348,0.467060424117026,1
0.131326611748948,0.445838047235439,1
0.430920377599139,0.638431228283124,1
0.162435891390472,0.676631145152434,1
0.337081311724432,0.677712845256107,1
0.199984193398181,0.528502738401057,1
0.108684709305789,0.891845727135645,1
0.141573996034136,0.616465814741555,1
0.180154502172941,0.490105676185657,1
-0.0714612121426473,0.594612742210608,1
0.117009700672794,0.11677236001671,1
0.115649152656931,0.498272255062245,1
0.011535708810451,0.972142517911137,1
-0.0780217021720085,0.595394213110737,1
0.335619435874612,0.514385975977154,1
0.140848202693447,0.48291257359069,1
0.356588573375963,0.508116242850465,1
0.389998282492842,0.570261185277813,1
0.0778210176149909,0.439883965705725,1
0.260543746906671,0.530947074083216,1
0.263802796261374,0.593901049174682,1
0.0805526966221241,0.547432852009823,1
0.238924577926606,0.377792660316167,1
-0.0852077012804573,0.634368609830245,1
-0.501774454297725,0.49690143427175,1
0.257639363183936,0.295407072159366,1
-0.0327142574296048,0.300487897198066,1
0.351288483206555,0.423200898117945,1
-0.0253811083906025,0.430441984668758,1
0.00793064195938119,0.544767827222385,1
-0.269357810875558,0.327848767726148,1
-0.114780130655362,0.432582435244616,1
0.249446449079845,0.227864035604773,1
0.0853551753804819,0.322045686751345,1
-0.203628865170768,0.557442867016611,1
-0.134656752569083,0.494565293704336,1
0.33090262754571,0.546229911762277,1
0.371812436899569,0.382614269142299,1
0.155132446081582,0.657231848389974,1
-0.182057324799211,0.614337135932105,1
0.145836823564733,0.524216919462878,1
0.514929504753969,0.185681474419508,1
0.155034386092781,0.658254108268874,1
-0.204743971685994,0.698759248318899,1
-0.0357145861012365,0.127638418110341,1
0.262229884735952,0.61907016188967,1
0.539304250361261,0.148853158752743,1
0.318597564361362,0.583903213522953,1
0.103432227199409,0.553877350660884,1
0.0649365343372973,0.529194129631051,1
0.281020862498138,0.721385232875335,1
-0.154886703124039,0.452220242094395,1
0.499625949803743,0.563730934603535,1
-0.210860716805975,0.720224779324245,1
-0.0474665593967361,0.710555749599329,1
-0.146075604134573,0.679453896941648,1
0.378328523221419,0.629117047438904,1
0.169050421350715,0.727601800389716,1
-0.291514943583895,0.129470695416806,1
0.256948457117393,0.875928007778479,1
-0.32685956132708,0.304965384833493,1
0.291684834481689,0.278440979622329,1
0.0669132698268998,0.644422769397583,1
0.477384209605729,1.14976159765897,1
0.464631119711771,0.513003007857902,1
0.202139995032374,0.582691136546139,1
0.258658093656223,0.514003356336119,1
0.260983362733198,0.486374569693554,1
-0.047641860978921,0.290387592229229,1
0.0593357688386568,0.2787731716122,1
0.469794488582756,0.391170933984602,1
0.00395399704428175,0.480399860216888,1
0.0338094281135301,0.700454660221606,1
0.175105382664444,0.496249003680687,1
-0.10476596753683,0.258243541359911,1
0.226818235224007,0.64964526020736,1
-0.0650219038548059,0.419986301837925,1
0.177605782102951,0.562154280242782,1
0.112277451927879,0.601341477913234,1
0.293205227105692,0.598025342001336,1
-0.00198508818512159,0.604564274485195,1
-0.0438953960447502,0.70105112596237,1
0.535729765094751,0.568944257281551,1
-0.166999910812018,0.486170226227579,1
-0.0594949073888672,0.536816106207254,1
-0.271145345697713,0.475027958745328,1
0.225880165728516,0.462732569200102,1
0.313450116752647,0.678672957368238,1
-0.0286571732815492,0.557558412359375,1
0.242184142041293,0.556451095328516,1
-0.187662853267011,0.584168662608694,1
0.014758070011295,0.540836212048257,1
0.228146378322472,0.648218633717106,1
0.256900095468646,0.863031942999239,1
0.189332670500067,0.607486352143174,1
-0.155277066689148,0.3923134549713,1
0.157495545562033,0.61362128232616,1
-0.122580793610941,0.110399217671362,1
-0.0647340155665744,0.545825887863981,1
-0.0926988198161636,0.484639194905226,1
0.259344691426009,0.92878981962129,1
0.313856597686259,0.312328491479873,1
0.422283330181406,0.403286865039923,1
-0.0716550385393303,0.360240545089221,1
0.110263447886955,0.266149170741571,1
0.094984777586642,0.475386645788248,1
-0.0217802828161634,0.419248064898817,1
0.330263012752784,0.688002823334189,1
0.350812048855604,0.34003533459657,1
0.282533488643016,0.15346833629852,1
-0.119183058398346,0.706638152765691,1
-0.0164323198710183,0.280521581587666,1
0.050911933272403,0.544531558808935,1
0.238124237001671,0.549494904710818,1
0.0483955362936362,0.476952309909194,1
0.19494580286543,0.312246909221868,1
-0.230129990096403,0.558623584500111,1
0.225762205082525,0.640576531848126,1
0.194911311468539,0.494971241941752,1
0.23713002245132,0.64787206453602,1
0.279884598196023,0.326588289887834,1
0.05714631736695,0.963859084752066,1
0.122391521932506,0.758154643647713,1
0.0682037279652396,0.23746754960952,1
0.217440564477015,0.883568749693097,1
0.21250722755268,0.867787766532976,1
0.199554331652622,0.484078117049768,1
0.177789420998703,0.409607286157441,1
0.271893385629283,0.428062627520074,1
0.448639168449668,0.671500993256836,1
0.299716152755222,0.579565438078075,1
-0.0878155727015592,0.460884910969303,1
-0.00405404286360604,0.703288123399081,1
0.409937206097454,0.535660002130971,1
-0.0212862244396033,0.295283891486845,1
0.354785799138635,0.2231127863758,1
0.164364156691145,0.743119302705153,1
0.0307187367733152,0.727511713982209,1
0.0869669071035741,0.501301358417477,1
-0.0797409493313149,0.524662291683262,1
-0.123381391306724,0.542362346062161,1
0.0856290353508747,0.461569185269432,1
0.127632346078517,0.668758740505315,1
0.370197893055495,0.248000255993949,1
0.285491948118172,0.398692410800347,1
-0.285717399678746,0.472121764517239,1
0.11934085584319,0.646175573260174,1
-0.112850040429699,0.903176540151315,1
0.0591496201334887,0.667571846608922,1
-0.0922938756202027,0.767488084344495,1
0.329366815535945,0.385671655613364,1
0.230808675583541,0.692484168032719,1
-0.112857156034583,0.590378630796325,1
0.12828366131626,0.0919581116385252,1
0.212702252694604,0.265491730383487,1
0.376790378275216,0.435955333228726,1
0.0869345056623577,0.551608622400673,1
0.157996590850126,0.478062085020257,1
0.151249065461127,0.408520933482752,1
0.0829705277468327,0.65000212071534,1
0.037215662887177,0.589566587146096,1
0.0431874560986377,0.648167032051944,1
0.0426680992008842,0.861089592977012,1
0.0893855004172399,0.878166293107562,1
-0.0276179422170277,0.337376173565044,1
0.00680161796929822,0.60479407783442,1
0.234785721617772,0.740183158317998,1
-0.143687878346164,0.341216502395253,1
0.0325966901552104,0.707973252924747,1
-0.206788765620083,0.705869456931348,1
0.245078935085195,0.439960102497865,1
0.441225048751402,0.667164571946106,1
0.33208550456337,0.492243964313692,1
-0.118084142836632,0.402690866439341,1
0.133802891211372,0.895055519410261,1
0.0483873415575046,0.35765110450357,1
0.0537286754547765,0.533845613367671,1
-0.186331295709959,0.62263523305259,1
-0.202743262850318,0.426114384991685,1
-0.423635694258128,0.573366249037856,1
0.0836064215289778,0.317380130734843,1
-0.324548702828821,0.543392849242901,1
0.47469030580334,0.784978014921939,1
-0.0537997125893007,0.744332643101253,1
0.0842479261461682,0.664219843234582,1
-0.0637361263306125,0.408434655006512,1
0.0751097927045656,0.665413247323674,1
0.638067018779149,0.680957641027026,1
0.0899860386778817,0.408244496628597,1
0.216620956972227,0.529035957837727,1
0.289209132035115,0.393304918231881,1
0.355348131975199,0.608292789706834,1
0.215914767257901,0.390847473730678,1
0.104455426330418,0.200273791866767,1
0.0532777927982482,0.865563501067517,1
0.343092160167983,0.733160820805535,1
0.077508228949031,0.275100269206881,1
0.26454627905511,0.185603207777362,1
0.0259512853623571,0.320339201091969,1
0.203067083675512,0.479048299641224,1
0.326279402899516,0.374900297597448,1
-0.0574859139148824,0.511277536692887,1
0.0410107152981707,0.463520461345172,1
0.344307219631536,0.505015730473194,1
-0.0638459016080374,0.384533508334925,1
0.220875115336893,0.603074281458329,1
0.119354210296876,0.56913864837091,1
0.370947164994464,0.51627973181018,1
0.0883704344695221,0.420279165974228,1
0.195911697337349,0.728172720242974,1
0.128709756671669,0.97323054195642,1
0.216024835746654,0.561859487419008,1
0.064231171756629,0.222953686068984,1
0.0614537846622847,0.425683458789043,1
0.147209480399839,0.685812185521749,1
0.674485938024149,0.668031265180167,1
0.0156404732779853,0.740369038854127,1
0.0443194980124299,0.580611582415823,1
-0.0602921828104294,0.209813550619551,1
0.069758418965217,0.590671614368394,1
0.424687943671225,0.37017202821448,1
-0.233631309238698,0.207687352929607,1
-0.090058224518724,0.561323535553545,1
0.118076187187272,0.545377926048547,1
0.0674210820623571,0.222333287339101,1
0.162792282569622,0.40480178907362,1
0.143132607378156,0.578456410372996,1
0.262245542806314,0.362178625100557,1
0.293554418744108,0.127645827743948,1
-0.00443365950687891,0.27197240538904,1
0.594107598203545,0.605916977729003,1
0.148829761603868,0.55258957433395,1
-0.0730790956476975,0.63006195769044,1
0.0971674858761848,0.348222340127598,1
0.204991021672343,0.756621359782541,1
0.000686186328333199,0.614346202195999,1
-0.199762995808592,0.416424671202661,1
0.142470435663825,0.397253014462268,1
0.204080877636022,0.583640168889651,1
-0.0705639399008527,0.518470524540222,1
-0.170438196681294,0.433981335995543,1
0.0896276204487996,0.212646382207322,1
0.141035528010553,0.463791378119216,1
-0.033211838683484,0.283396721927131,1
0.1078944766798,0.546981926672169,1
0.296693765096582,0.607726195169658,1
0.306253832004101,0.560163672520115,1
-0.225513775793928,0.873889328258137,1
-0.124197207007412,0.798133582002467,1
-0.0586451296350695,0.476555038849286,1
0.134116749755957,0.601095207229928,1
0.280596614951135,0.444080974130034,1
-0.139447472419318,0.382246927849476,1
0.196640419072756,0.549274449126687,1
-0.044690145257118,0.706886073572352,1
0.131497646406261,0.809363251650974,1
-0.0850710384107291,0.608730577225958,1
0.00427591858279264,0.640107688327199,1
0.260731581401902,0.447446098174964,1
0.506684598153682,0.471403397915278,1
0.0416615943125308,0.606888357898801,1
-0.127748037305436,0.63334472683281,1
0.404194658666721,0.416343882764162,1
0.154865530599806,0.448444048147134,1
-0.0631619445157217,0.0308960628476607,1
0.417489823245249,0.530076127470905,1
0.0186767645778456,0.333328605604845,1
0.0342307982969599,0.614502545579637,1
0.188611385608685,0.62418339905891,1
-0.0902327336381446,0.323890447709613,1
0.0661701462503503,0.300737975425237,1
0.41302893235866,0.297256680399307,1
0.0687993039936747,0.568908446763152,1
0.395305866869668,0.171275019461764,1
0.140341469852693,0.57205703792179,1
0.0535041851763983,0.27401791280198,1
0.057859400319956,0.430238147455137,1
0.184851960417609,0.713180598208491,1
0.167827872628679,0.554879168095672,1
0.00318192380323665,0.179764827096696,1
0.108159051685726,0.316692443950337,1
-0.0266621541515792,0.649367350547632,1
0.381156781348152,0.530222441111891,1
0.332716794607171,0.441118564462474,1
0.172216605969163,0.585697721377303,1
0.230478594852114,0.593622404139511,1
0.0451507894826991,0.738948254898209,1
0.257460401202707,0.676685262411102,1
-0.227706908406999,0.982279379722609,1
-0.00423531806746444,0.817684051898641,1
0.386700764347684,0.45974520360039,1
0.0776215297052014,0.210963381554974,1
-0.0618304157868604,0.585449320292304,1
0.070892408722651,0.487967581703861,1
0.00480618561553778,0.489308635714696,1
0.122317503089218,0.40186989202428,1
-0.331705696620611,0.0878562780053146,1
0.0712416043516398,0.496681083550445,1
